step,ssim_score,loss
25357,4.4980e-01,2.0609e-03
25572,4.5000e-01,2.0340e-03
25788,4.5030e-01,2.0092e-03
26007,4.5050e-01,1.9850e-03
26227,4.5070e-01,1.9602e-03
26449,4.5090e-01,1.9363e-03
26673,4.5110e-01,1.9132e-03
26899,4.5140e-01,1.8914e-03
27126,4.5160e-01,1.8667e-03
27356,4.5180e-01,1.8449e-03
27587,4.5200e-01,1.8206e-03
27821,4.5220e-01,1.8010e-03
28056,4.5240e-01,1.7796e-03
28294,4.5260e-01,1.7564e-03
28533,4.5280e-01,1.7367e-03
28775,4.5300e-01,1.7178e-03
29019,4.5320e-01,1.6947e-03
29264,4.5340e-01,1.6758e-03
29512,4.5360e-01,1.6573e-03
29762,4.5380e-01,1.6390e-03
30014,4.5400e-01,1.6207e-03
30268,4.5420e-01,1.6025e-03
30524,4.5440e-01,1.5838e-03
30782,4.5460e-01,1.5646e-03
31043,4.5480e-01,1.5496e-03
31306,4.5490e-01,1.5307e-03
31571,4.5510e-01,1.5137e-03
31838,4.5530e-01,1.4972e-03
32108,4.5550e-01,1.4783e-03
32379,4.5570e-01,1.4652e-03
32653,4.5590e-01,1.4466e-03
32930,4.5610e-01,1.4322e-03
33209,4.5620e-01,1.4145e-03
33490,4.5640e-01,1.3989e-03
33773,4.5660e-01,1.3836e-03
34059,4.5680e-01,1.3699e-03
34348,4.5700e-01,1.3573e-03
34638,4.5720e-01,1.3416e-03
34931,4.5740e-01,1.3267e-03
35227,4.5750e-01,1.3132e-03
35525,4.5770e-01,1.2992e-03
35826,4.5790e-01,1.2865e-03
36129,4.5810e-01,1.2712e-03
36435,4.5830e-01,1.2581e-03
36744,4.5840e-01,1.2433e-03
37055,4.5860e-01,1.2322e-03
37368,4.5880e-01,1.2177e-03
37685,4.5900e-01,1.2019e-03
38004,4.5910e-01,1.1887e-03
38325,4.5930e-01,1.1782e-03
38650,4.5950e-01,1.1649e-03
38977,4.5970e-01,1.1514e-03
39307,4.5980e-01,1.1390e-03
39640,4.6000e-01,1.1282e-03
39975,4.6010e-01,1.1153e-03
40314,4.6030e-01,1.1047e-03
40655,4.6040e-01,1.0930e-03
40999,4.6050e-01,1.0806e-03
41346,4.6070e-01,1.0691e-03
41696,4.6080e-01,1.0576e-03
42049,4.6100e-01,1.0471e-03
42405,4.6110e-01,1.0374e-03
42764,4.6130e-01,1.0256e-03
43126,4.6140e-01,1.0151e-03
43491,4.6160e-01,1.0055e-03
43859,4.6170e-01,9.9540e-04
44231,4.6190e-01,9.8440e-04
44605,4.6200e-01,9.7280e-04
44983,4.6220e-01,9.6310e-04
45363,4.6230e-01,9.5730e-04
45747,4.6240e-01,9.4520e-04
46135,4.6260e-01,9.3310e-04
46525,4.6270e-01,9.2600e-04
46919,4.6290e-01,9.1830e-04
47316,4.6300e-01,9.0580e-04
47717,4.6310e-01,8.9790e-04
48121,4.6330e-01,8.8770e-04
48528,4.6340e-01,8.8040e-04
48939,4.6350e-01,8.7120e-04
49353,4.6370e-01,8.6060e-04
49771,4.6380e-01,8.5370e-04
50192,4.6390e-01,8.4350e-04
50617,4.6410e-01,8.3650e-04
51046,4.6420e-01,8.3040e-04
51478,4.6430e-01,8.2030e-04
51914,4.6440e-01,8.1410e-04
52353,4.6450e-01,8.0510e-04
52796,4.6470e-01,7.9730e-04
53243,4.6480e-01,7.8880e-04
53694,4.6490e-01,7.8320e-04
54148,4.6500e-01,7.7380e-04
54607,4.6510e-01,7.6660e-04
55069,4.6520e-01,7.5970e-04
55535,4.6530e-01,7.5050e-04
56005,4.6550e-01,7.4470e-04
56479,4.6560e-01,7.3610e-04
56958,4.6570e-01,7.3180e-04
57440,4.6580e-01,7.2330e-04
57926,4.6590e-01,7.1410e-04
58416,4.6600e-01,7.0840e-04
58911,4.6600e-01,6.9870e-04
59409,4.6610e-01,6.9300e-04
59912,4.6620e-01,6.8440e-04
60420,4.6630e-01,6.7760e-04
60931,4.6640e-01,6.7300e-04
61447,4.6640e-01,6.6520e-04
61967,4.6650e-01,6.5870e-04
62492,4.6660e-01,6.5170e-04
63021,4.6670e-01,6.4490e-04
63554,4.6680e-01,6.3930e-04
64092,4.6690e-01,6.3370e-04
64635,4.6700e-01,6.2700e-04
65182,4.6710e-01,6.2100e-04
65734,4.6720e-01,6.1480e-04
66290,4.6730e-01,6.1000e-04
66851,4.6740e-01,6.0120e-04
67417,4.6740e-01,5.9580e-04
67988,4.6750e-01,5.9090e-04
68563,4.6760e-01,5.8500e-04
69144,4.6770e-01,5.8000e-04
69729,4.6780e-01,5.7600e-04
70319,4.6790e-01,5.7100e-04
70915,4.6800e-01,5.6580e-04
71515,4.6800e-01,5.6140e-04
72120,4.6810e-01,5.5480e-04
72731,4.6820e-01,5.4980e-04
73346,4.6820e-01,5.4440e-04
73967,4.6830e-01,5.4060e-04
74593,4.6840e-01,5.3260e-04
75225,4.6840e-01,5.3000e-04
75862,4.6850e-01,5.2560e-04
76504,4.6860e-01,5.2090e-04
77152,4.6860e-01,5.1380e-04
77805,4.6870e-01,5.1190e-04
78463,4.6870e-01,5.0610e-04
79127,4.6880e-01,5.0210e-04
79797,4.6880e-01,4.9540e-04
80473,4.6890e-01,4.9380e-04
81154,4.6890e-01,4.8730e-04
81841,4.6900e-01,4.8250e-04
82534,4.6900e-01,4.7840e-04
83233,4.6910e-01,4.7330e-04
83937,4.6910e-01,4.7160e-04
84648,4.6910e-01,4.6640e-04
85364,4.6920e-01,4.6060e-04
86087,4.6920e-01,4.5850e-04
86816,4.6930e-01,4.5420e-04
87550,4.6930e-01,4.5140e-04
88292,4.6940e-01,4.4630e-04
89039,4.6940e-01,4.4310e-04
89793,4.6950e-01,4.3990e-04
90553,4.6950e-01,4.3530e-04
91319,4.6950e-01,4.3270e-04
92092,4.6960e-01,4.2880e-04
92872,4.6960e-01,4.2660e-04
93658,4.6960e-01,4.2360e-04
94451,4.6960e-01,4.1890e-04
95251,4.6960e-01,4.1600e-04
96057,4.6960e-01,4.1240e-04
96870,4.6960e-01,4.1170e-04
97690,4.6960e-01,4.0480e-04
98517,4.6960e-01,4.0320e-04
99351,4.6960e-01,3.9880e-04
100192,4.6960e-01,3.9610e-04
101040,4.6960e-01,3.9230e-04
101896,4.6960e-01,3.8900e-04
102758,4.6960e-01,3.8590e-04
103628,4.6950e-01,3.8430e-04
104505,4.6950e-01,3.8120e-04
105390,4.6950e-01,3.7560e-04
106282,4.6950e-01,3.7280e-04
107182,4.6950e-01,3.7180e-04
108089,4.6940e-01,3.6835e-04
109004,4.6940e-01,3.6261e-04
109927,4.6940e-01,3.6171e-04
110857,4.6940e-01,3.5851e-04
111796,4.6930e-01,3.5563e-04
112742,4.6930e-01,3.5556e-04
113697,4.6930e-01,3.5033e-04
114659,4.6930e-01,3.4799e-04
115630,4.6920e-01,3.4427e-04
116609,4.6920e-01,3.4274e-04
117596,4.6920e-01,3.4085e-04
118591,4.6910e-01,3.3670e-04
119595,4.6910e-01,3.3326e-04
120607,4.6900e-01,3.3175e-04
121628,4.6900e-01,3.3074e-04
122658,4.6890e-01,3.2679e-04
123696,4.6890e-01,3.2425e-04
124743,4.6890e-01,3.2097e-04
125799,4.6880e-01,3.1808e-04
126864,4.6880e-01,3.1561e-04
127938,4.6880e-01,3.1206e-04
129021,4.6870e-01,3.0962e-04
130114,4.6870e-01,3.0787e-04
131215,4.6870e-01,3.0744e-04
132326,4.6860e-01,3.0376e-04
133446,4.6860e-01,3.0260e-04
134576,4.6860e-01,2.9940e-04
135715,4.6850e-01,2.9693e-04
136864,4.6850e-01,2.9452e-04
138022,4.6850e-01,2.9411e-04
139191,4.6840e-01,2.9232e-04
140369,4.6840e-01,2.8942e-04
141557,4.6840e-01,2.8656e-04
142755,4.6830e-01,2.8400e-04
143964,4.6830e-01,2.8146e-04
145183,4.6820e-01,2.8041e-04
146412,4.6820e-01,2.7889e-04
147651,4.6810e-01,2.7913e-04
148901,4.6800e-01,2.7541e-04
150161,4.6800e-01,2.7332e-04
151433,4.6790e-01,2.7027e-04
152714,4.6780e-01,2.6844e-04
154007,4.6770e-01,2.6548e-04
155311,4.6770e-01,2.6475e-04
156626,4.6760e-01,2.6200e-04
157952,4.6750e-01,2.6209e-04
159289,4.6740e-01,2.5794e-04
160637,4.6730e-01,2.5815e-04
161997,4.6720e-01,2.5407e-04
163368,4.6710e-01,2.5195e-04
164751,4.6700e-01,2.5035e-04
166146,4.6690e-01,2.5026e-04
167552,4.6680e-01,2.4722e-04
168971,4.6670e-01,2.4656e-04
170401,4.6660e-01,2.4557e-04
171844,4.6650e-01,2.4400e-04
173298,4.6640e-01,2.4064e-04
174765,4.6620e-01,2.3811e-04
176245,4.6610e-01,2.3794e-04
177737,4.6600e-01,2.3347e-04
179241,4.6590e-01,2.3272e-04
180759,4.6580e-01,2.3103e-04
182289,4.6570e-01,2.3072e-04
183832,4.6560e-01,2.2786e-04
185388,4.6550e-01,2.2646e-04
186957,4.6540e-01,2.2642e-04
188540,4.6530e-01,2.2347e-04
190136,4.6520e-01,2.2283e-04
191746,4.6510e-01,2.1929e-04
193369,4.6500e-01,2.2024e-04
195006,4.6490e-01,2.1874e-04
196656,4.6480e-01,2.1465e-04
198321,4.6470e-01,2.1426e-04
200000,4.6470e-01,2.1249e-04
