step,ssim_score,loss
25357,4.5570e-01,1.4520e-03
25572,4.5590e-01,1.4390e-03
25788,4.5610e-01,1.4250e-03
26007,4.5630e-01,1.4120e-03
26227,4.5640e-01,1.3990e-03
26449,4.5660e-01,1.3860e-03
26673,4.5680e-01,1.3740e-03
26899,4.5690e-01,1.3610e-03
27126,4.5710e-01,1.3490e-03
27356,4.5730e-01,1.3370e-03
27587,4.5740e-01,1.3250e-03
27821,4.5760e-01,1.3130e-03
28056,4.5780e-01,1.3010e-03
28294,4.5800e-01,1.2900e-03
28533,4.5810e-01,1.2780e-03
28775,4.5830e-01,1.2670e-03
29019,4.5850e-01,1.2550e-03
29264,4.5860e-01,1.2440e-03
29512,4.5880e-01,1.2330e-03
29762,4.5900e-01,1.2230e-03
30014,4.5910e-01,1.2120e-03
30268,4.5930e-01,1.2010e-03
30524,4.5940e-01,1.1900e-03
30782,4.5960e-01,1.1800e-03
31043,4.5980e-01,1.1690e-03
31306,4.5990e-01,1.1590e-03
31571,4.6010e-01,1.1490e-03
31838,4.6020e-01,1.1390e-03
32108,4.6030e-01,1.1290e-03
32379,4.6050e-01,1.1190e-03
32653,4.6070e-01,1.1090e-03
32930,4.6080e-01,1.0990e-03
33209,4.6100e-01,1.0890e-03
33490,4.6110e-01,1.0790e-03
33773,4.6130e-01,1.0700e-03
34059,4.6140e-01,1.0610e-03
34348,4.6150e-01,1.0510e-03
34638,4.6170e-01,1.0420e-03
34931,4.6180e-01,1.0330e-03
35227,4.6200e-01,1.0250e-03
35525,4.6210e-01,1.0160e-03
35826,4.6230e-01,1.0080e-03
36129,4.6240e-01,9.9950e-04
36435,4.6250e-01,9.9120e-04
36744,4.6270e-01,9.8300e-04
37055,4.6280e-01,9.7500e-04
37368,4.6290e-01,9.6700e-04
37685,4.6310e-01,9.5900e-04
38004,4.6320e-01,9.5120e-04
38325,4.6330e-01,9.4350e-04
38650,4.6340e-01,9.3600e-04
38977,4.6360e-01,9.2870e-04
39307,4.6370e-01,9.2150e-04
39640,4.6380e-01,9.1440e-04
39975,4.6390e-01,9.0730e-04
40314,4.6410e-01,9.0030e-04
40655,4.6420e-01,8.9350e-04
40999,4.6430e-01,8.8670e-04
41346,4.6440e-01,8.8000e-04
41696,4.6450e-01,8.7340e-04
42049,4.6460e-01,8.6690e-04
42405,4.6470e-01,8.6050e-04
42764,4.6490e-01,8.5410e-04
43126,4.6500e-01,8.4780e-04
43491,4.6510e-01,8.4140e-04
43859,4.6520e-01,8.3520e-04
44231,4.6530e-01,8.2880e-04
44605,4.6540e-01,8.2240e-04
44983,4.6550e-01,8.1620e-04
45363,4.6560e-01,8.1000e-04
45747,4.6570e-01,8.0410e-04
46135,4.6580e-01,7.9820e-04
46525,4.6590e-01,7.9250e-04
46919,4.6600e-01,7.8690e-04
47316,4.6600e-01,7.8140e-04
47717,4.6610e-01,7.7600e-04
48121,4.6620e-01,7.7060e-04
48528,4.6630e-01,7.6540e-04
48939,4.6640e-01,7.6030e-04
49353,4.6640e-01,7.5520e-04
49771,4.6650e-01,7.5020e-04
50192,4.6660e-01,7.4520e-04
50617,4.6670e-01,7.4030e-04
51046,4.6680e-01,7.3550e-04
51478,4.6690e-01,7.3080e-04
51914,4.6700e-01,7.2610e-04
52353,4.6700e-01,7.2140e-04
52796,4.6710e-01,7.1680e-04
53243,4.6720e-01,7.1240e-04
53694,4.6730e-01,7.0800e-04
54148,4.6730e-01,7.0380e-04
54607,4.6740e-01,6.9940e-04
55069,4.6750e-01,6.9450e-04
55535,4.6750e-01,6.8980e-04
56005,4.6760e-01,6.8540e-04
56479,4.6770e-01,6.8120e-04
56958,4.6770e-01,6.7710e-04
57440,4.6780e-01,6.7300e-04
57926,4.6790e-01,6.6880e-04
58416,4.6790e-01,6.6480e-04
58911,4.6800e-01,6.6100e-04
59409,4.6810e-01,6.5740e-04
59912,4.6810e-01,6.5380e-04
60420,4.6820e-01,6.5020e-04
60931,4.6830e-01,6.4650e-04
61447,4.6830e-01,6.4300e-04
61967,4.6840e-01,6.3960e-04
62492,4.6850e-01,6.3620e-04
63021,4.6850e-01,6.3290e-04
63554,4.6860e-01,6.2970e-04
64092,4.6870e-01,6.2660e-04
64635,4.6870e-01,6.2360e-04
65182,4.6880e-01,6.2050e-04
65734,4.6880e-01,6.1750e-04
66290,4.6890e-01,6.1450e-04
66851,4.6890e-01,6.1150e-04
67417,4.6890e-01,6.0850e-04
67988,4.6900e-01,6.0550e-04
68563,4.6900e-01,6.0260e-04
69144,4.6900e-01,5.9970e-04
69729,4.6910e-01,5.9670e-04
70319,4.6910e-01,5.9400e-04
70915,4.6910e-01,5.9120e-04
71515,4.6910e-01,5.8850e-04
72120,4.6920e-01,5.8570e-04
72731,4.6920e-01,5.8300e-04
73346,4.6920e-01,5.8040e-04
73967,4.6920e-01,5.7770e-04
74593,4.6930e-01,5.7520e-04
75225,4.6930e-01,5.7270e-04
75862,4.6930e-01,5.7020e-04
76504,4.6930e-01,5.6770e-04
77152,4.6930e-01,5.6520e-04
77805,4.6930e-01,5.6260e-04
78463,4.6930e-01,5.6020e-04
79127,4.6930e-01,5.5780e-04
79797,4.6920e-01,5.5540e-04
80473,4.6920e-01,5.5300e-04
81154,4.6920e-01,5.5070e-04
81841,4.6920e-01,5.4850e-04
82534,4.6920e-01,5.4630e-04
83233,4.6920e-01,5.4400e-04
83937,4.6920e-01,5.4190e-04
84648,4.6910e-01,5.3990e-04
85364,4.6910e-01,5.3800e-04
86087,4.6910e-01,5.3600e-04
86816,4.6910e-01,5.3420e-04
87550,4.6910e-01,5.3230e-04
88292,4.6910e-01,5.3050e-04
89039,4.6910e-01,5.2870e-04
89793,4.6910e-01,5.2700e-04
90553,4.6900e-01,5.2520e-04
91319,4.6900e-01,5.2350e-04
92092,4.6900e-01,5.2180e-04
92872,4.6900e-01,5.2010e-04
93658,4.6900e-01,5.1860e-04
94451,4.6890e-01,5.1700e-04
95251,4.6890e-01,5.1540e-04
96057,4.6890e-01,5.1390e-04
96870,4.6890e-01,5.1240e-04
97690,4.6890e-01,5.1090e-04
98517,4.6880e-01,5.0950e-04
99351,4.6880e-01,5.0800e-04
100192,4.6880e-01,5.0650e-04
101040,4.6880e-01,5.0500e-04
101896,4.6880e-01,5.0350e-04
102758,4.6870e-01,5.0210e-04
103628,4.6870e-01,5.0070e-04
104505,4.6870e-01,4.9940e-04
105390,4.6870e-01,4.9800e-04
106282,4.6870e-01,4.9670e-04
107182,4.6860e-01,4.9540e-04
108089,4.6860e-01,4.9420e-04
109004,4.6860e-01,4.9300e-04
109927,4.6860e-01,4.9180e-04
110857,4.6860e-01,4.9060e-04
111796,4.6860e-01,4.8940e-04
112742,4.6850e-01,4.8830e-04
113697,4.6850e-01,4.8710e-04
114659,4.6850e-01,4.8590e-04
115630,4.6850e-01,4.8480e-04
116609,4.6840e-01,4.8360e-04
117596,4.6840e-01,4.8230e-04
118591,4.6840e-01,4.8120e-04
119595,4.6840e-01,4.8010e-04
120607,4.6840e-01,4.7900e-04
121628,4.6830e-01,4.7800e-04
122658,4.6830e-01,4.7700e-04
123696,4.6830e-01,4.7600e-04
124743,4.6830e-01,4.7500e-04
125799,4.6830e-01,4.7410e-04
126864,4.6830e-01,4.7320e-04
127938,4.6820e-01,4.7230e-04
129021,4.6820e-01,4.7140e-04
130114,4.6820e-01,4.7050e-04
131215,4.6820e-01,4.6960e-04
132326,4.6820e-01,4.6870e-04
133446,4.6810e-01,4.6780e-04
134576,4.6810e-01,4.6690e-04
135715,4.6810e-01,4.6610e-04
136864,4.6810e-01,4.6520e-04
138022,4.6810e-01,4.6440e-04
139191,4.6800e-01,4.6350e-04
140369,4.6800e-01,4.6270e-04
141557,4.6800e-01,4.6190e-04
142755,4.6800e-01,4.6100e-04
143964,4.6800e-01,4.6010e-04
145183,4.6790e-01,4.5920e-04
146412,4.6790e-01,4.5840e-04
147651,4.6790e-01,4.5750e-04
148901,4.6780e-01,4.5660e-04
150161,4.6780e-01,4.5570e-04
151433,4.6780e-01,4.5480e-04
152714,4.6770e-01,4.5390e-04
154007,4.6770e-01,4.5300e-04
155311,4.6770e-01,4.5220e-04
156626,4.6760e-01,4.5130e-04
157952,4.6760e-01,4.5040e-04
159289,4.6760e-01,4.4960e-04
160637,4.6750e-01,4.4880e-04
161997,4.6750e-01,4.4790e-04
163368,4.6740e-01,4.4700e-04
164751,4.6740e-01,4.4610e-04
166146,4.6740e-01,4.4530e-04
167552,4.6730e-01,4.4450e-04
168971,4.6730e-01,4.4370e-04
170401,4.6730e-01,4.4290e-04
171844,4.6720e-01,4.4210e-04
173298,4.6720e-01,4.4140e-04
174765,4.6720e-01,4.4060e-04
176245,4.6710e-01,4.3990e-04
177737,4.6710e-01,4.3910e-04
179241,4.6710e-01,4.3830e-04
180759,4.6700e-01,4.3750e-04
182289,4.6700e-01,4.3670e-04
183832,4.6700e-01,4.3590e-04
185388,4.6690e-01,4.3530e-04
186957,4.6690e-01,4.3470e-04
188540,4.6690e-01,4.3410e-04
190136,4.6690e-01,4.3360e-04
191746,4.6680e-01,4.3300e-04
193369,4.6680e-01,4.3250e-04
195006,4.6680e-01,4.3200e-04
196656,4.6680e-01,4.3150e-04
198321,4.6680e-01,4.3110e-04
200000,4.6680e-01,4.3070e-04
